ID,유형,제목(원문),설명(원문),URL,게시일,수정일,진행방식,개방성,모집방식,복잡성수준,양극화수준,방법유형1,방법유형2,방법유형3,상호작용1,상호작용2,상호작용3,목적1,목적2,목적3,제목(한국어-자동),설명(한국어-자동),요약(1문장-자동),워크북_추천사용상황,진행자_한줄팁,태그(필터용)
157,method,Participatory Consensus Conferences,"The model of participatory consensus conference often known as “the Danish model” and/or “citizens’ panel,” is a way to deliberate on policy issues with high technical content using a combination of lay citizens and experts.",https://participedia.net/method/157,2010-05-21,2022-07-15,,,,,,,,,,,,,,,"=IF(C12="""","""",GOOGLETRANSLATE(C12,""auto"",""ko""))","=IF(D12="""","""",GOOGLETRANSLATE(D12,""auto"",""ko""))","=IF(W12="""","""",LEFT(W12,80)&IF(LEN(W12)>80,""…"",""""))","=IF(REGEXMATCH(AA12,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA12,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA12,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA12,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",
159,method,New England or 'Open' Town Meetings,"New England or 'Open' Town Meetings are public forums that promote participation in local governance, enabling residents to share their opinions on public issues while engaging in deliberation and democratic decision-making processes regarding laws and budgets.",https://participedia.net/method/159,2010-05-21,2020-09-17,facetoface,open,,,moderate,deliberative, longterm, community,discussion, ask, express,make, develop,,"=IF(C13="""","""",GOOGLETRANSLATE(C13,""auto"",""ko""))","=IF(D13="""","""",GOOGLETRANSLATE(D13,""auto"",""ko""))","=IF(W13="""","""",LEFT(W13,80)&IF(LEN(W13)>80,""…"",""""))","=IF(REGEXMATCH(AA13,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA13,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA13,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA13,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",deliberative | longterm | community | discussion | ask | express | make | develop
160,method,Planning Cells,"Planning cells are a deliberative method where randomly-selected, diverse participants collaborate on developing solutions to a given issue and report the resulting recommendations to the relevant decision-makers.",https://participedia.net/method/160,2010-06-02,2020-06-27,facetoface,limited,random,,low,planning, deliberative, collaborative,discussion, ask, listenwatch,make, develop, make_influence,"=IF(C14="""","""",GOOGLETRANSLATE(C14,""auto"",""ko""))","=IF(D14="""","""",GOOGLETRANSLATE(D14,""auto"",""ko""))","=IF(W14="""","""",LEFT(W14,80)&IF(LEN(W14)>80,""…"",""""))","=IF(REGEXMATCH(AA14,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA14,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA14,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA14,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",planning | deliberative | collaborative | discussion | ask | listenwatch | make | develop | make_influence
161,method,Asset-Based Community Development,Asset-Based Community Development is a communication methodology for sustainable community-driven development that focuses on identifying and utilizing the individual strengths and existing assets of citizens in the community.,https://participedia.net/method/161,2010-05-31,2021-02-19,facetoface,open_to,,moderate,moderate,community, planning, research,discussion, storytelling,,develop, deliver,,"=IF(C15="""","""",GOOGLETRANSLATE(C15,""auto"",""ko""))","=IF(D15="""","""",GOOGLETRANSLATE(D15,""auto"",""ko""))","=IF(W15="""","""",LEFT(W15,80)&IF(LEN(W15)>80,""…"",""""))","=IF(REGEXMATCH(AA15,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA15,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA15,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA15,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",community | planning | research | discussion | storytelling | develop | deliver
162,method,Public Hearing,"Also known as public inquiries, public hearings are typically organized as a way to gather public opinions and concerns on political issues before a legislature, agency, or organization makes a decision or takes action.",https://participedia.net/method/162,2010-06-02,2019-10-29,both,open,,moderate,moderate,public_meetings,,,formal, ask,,make,,,"=IF(C16="""","""",GOOGLETRANSLATE(C16,""auto"",""ko""))","=IF(D16="""","""",GOOGLETRANSLATE(D16,""auto"",""ko""))","=IF(W16="""","""",LEFT(W16,80)&IF(LEN(W16)>80,""…"",""""))","=IF(REGEXMATCH(AA16,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA16,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA16,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA16,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",public_meetings | formal | ask | make
163,method,Consensus Conference,"Consensus conferences are meetings designed to inform the public and present participants the opportunity to actively engage in learning and expressing their opinions, aiming to find common ground regarding contentious issues.",https://participedia.net/method/163,2010-06-03,2020-03-23,facetoface,limited,random,moderate,moderate,deliberative, collaborative, experiential,discussion, ask, listenwatch,develop, make,,"=IF(C17="""","""",GOOGLETRANSLATE(C17,""auto"",""ko""))","=IF(D17="""","""",GOOGLETRANSLATE(D17,""auto"",""ko""))","=IF(W17="""","""",LEFT(W17,80)&IF(LEN(W17)>80,""…"",""""))","=IF(REGEXMATCH(AA17,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA17,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA17,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA17,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",deliberative | collaborative | experiential | discussion | ask | listenwatch | develop | make
164,method,Initiative Process,The initiative process is a form of direct democracy where citizens can propose legislation which is then put to popular referendum. There are two types of initiative: direct (citizens'/popular) and indirect (agenda/agenda-setting). ,https://participedia.net/method/164,2010-06-02,2020-03-27,both,open,,low,low,direct,,,express,,,make,,,"=IF(C18="""","""",GOOGLETRANSLATE(C18,""auto"",""ko""))","=IF(D18="""","""",GOOGLETRANSLATE(D18,""auto"",""ko""))","=IF(W18="""","""",LEFT(W18,80)&IF(LEN(W18)>80,""…"",""""))","=IF(REGEXMATCH(AA18,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA18,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA18,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA18,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",direct | express | make
167,method,The World Café ,"The World Café is a method for hosting conversations regarding relevant societal issues, with the ideal scenario being multiple conversations that build on each other so that the issue is considered in-depth.",https://participedia.net/method/167,2010-06-03,2021-03-17,facetoface,limited,,moderate,polarized,informal,,,informal, storytelling,,,,,"=IF(C19="""","""",GOOGLETRANSLATE(C19,""auto"",""ko""))","=IF(D19="""","""",GOOGLETRANSLATE(D19,""auto"",""ko""))","=IF(W19="""","""",LEFT(W19,80)&IF(LEN(W19)>80,""…"",""""))","=IF(REGEXMATCH(AA19,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA19,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA19,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA19,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",informal | informal | storytelling
168,method,National Issues Forum,The United States' National Issues Forum (NIF) is a nationwide network of locally created public forums oriented towards the deliberation of public and political issues. ,https://participedia.net/method/168,2010-06-04,2022-07-15,,,,,,,,,,,,,,,"=IF(C20="""","""",GOOGLETRANSLATE(C20,""auto"",""ko""))","=IF(D20="""","""",GOOGLETRANSLATE(D20,""auto"",""ko""))","=IF(W20="""","""",LEFT(W20,80)&IF(LEN(W20)>80,""…"",""""))","=IF(REGEXMATCH(AA20,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA20,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA20,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA20,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",
169,method,Parliamentary Procedure,"Parliamentary procedure is the set of rules and bylaws adopted by various groups, ranging from the United States House of Representatives to high school Model United Nations clubs, which attempt to ensure civil deliberation among the participating members.",https://participedia.net/method/169,2010-06-04,2020-07-21,facetoface,limited,election,,moderate,deliberative, experiential,,discussion, formal, negotiation,develop,,,"=IF(C21="""","""",GOOGLETRANSLATE(C21,""auto"",""ko""))","=IF(D21="""","""",GOOGLETRANSLATE(D21,""auto"",""ko""))","=IF(W21="""","""",LEFT(W21,80)&IF(LEN(W21)>80,""…"",""""))","=IF(REGEXMATCH(AA21,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA21,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA21,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA21,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",deliberative | experiential | discussion | formal | negotiation | develop
170,method,Citizen Advisory Board,Citizen Advisory Boards are a local government entity which consists of volunteer citizens from the community they represent. Citizen Advisory Boards add to the deliberative quality of a democracy by involving everyday citizens in political processes that help shape policies.,https://participedia.net/method/170,2010-06-04,2020-06-28,facetoface,limited,election,high,polarized,longterm, collaborative, evaluation,discussion, formal, ask,develop, make,,"=IF(C22="""","""",GOOGLETRANSLATE(C22,""auto"",""ko""))","=IF(D22="""","""",GOOGLETRANSLATE(D22,""auto"",""ko""))","=IF(W22="""","""",LEFT(W22,80)&IF(LEN(W22)>80,""…"",""""))","=IF(REGEXMATCH(AA22,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA22,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA22,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA22,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",longterm | collaborative | evaluation | discussion | formal | ask | develop | make
172,method,We the People: The Citizen and the Constitution,"We the People is an educational process which aims to enable students to learn about and address a range of governance-related issues, culminating in competitions to present at simulated congressional hearings. ",https://participedia.net/method/172,2010-06-04,2020-07-09,facetoface,limited,,high,polarized,experiential, deliberative,,discussion, ask, express,develop,,,"=IF(C23="""","""",GOOGLETRANSLATE(C23,""auto"",""ko""))","=IF(D23="""","""",GOOGLETRANSLATE(D23,""auto"",""ko""))","=IF(W23="""","""",LEFT(W23,80)&IF(LEN(W23)>80,""…"",""""))","=IF(REGEXMATCH(AA23,""deliberative|participatory|collaborative|public""),""정책/의제 숙의·공론장(민주주의 피트니스)"",IF(REGEXMATCH(AA23,""informal|experiential|storytelling|acting|participantled""),""대화·경험학습·관계형 프로그램(자유스콜레)"",""프로젝트 설계/커뮤니티 실험(혼합형)""))","=IF(REGEXMATCH(AA23,""discussion|negotiation""),""발언 시간 균형 + 요약 라운드(Looping)로 안전감 확보"",IF(REGEXMATCH(AA23,""acting|forum""),""역할·장면 규칙을 먼저 합의하고 디브리핑(감정-의미-행동)으로 마무리"",""목표(결정/학습/관계)부터 합의하고 산출물 정의(메모/합의문/실천약속)""))",experiential | deliberative | discussion | ask | express | develop
